,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
51,1417,17,13,576,Alabama,34.46583225030061,86.9552590164376
52,1404,17,13,541,Alabama,30.262008297199692,85.75819958259281
53,1308,17,13,541,Alabama,30.319233492779876,85.20039905331105
54,1301,17,13,511,Alabama,33.31427254026155,86.58989597633875
55,1280,17,13,465,Alabama,30.91446840907642,86.21027096851684
56,1280,17,13,437,Alabama,30.238818558040187,86.14684562297425
57,1280,17,13,436,Alabama,32.57214132432834,88.31334162461647
58,1280,17,13,431,Alabama,33.79301355511273,86.50945466244119
59,1280,17,13,427,Alabama,30.734730413875884,86.5921004431468
60,1216,17,13,426,Alabama,33.54233923262934,88.3911663380913
61,1138,17,13,420,Alabama,32.537211261095045,87.4806730753356
62,1129,17,13,419,Alabama,31.95129210921332,87.39556427013095
63,1097,17,13,418,Alabama,30.64100054406547,87.78982172028248
64,1097,17,13,416,Alabama,33.18575331372684,86.92433183986981
65,1097,17,13,415,Alabama,32.656989247037814,85.08615381237814
66,1097,17,13,414,Alabama,30.888438061582452,84.89904042323904
67,1097,17,13,401,Alabama,31.313472424766672,88.15034540695677
68,1097,17,12,383,Alabama,33.751324230337424,87.57741912251242
69,1097,17,10,366,Alabama,34.20466086267583,86.07517406576723
70,1097,17,10,362,Alabama,30.74555178297144,88.24845596379957
71,1097,17,10,358,Alabama,31.94719931107022,87.62575622827632
72,1097,17,10,358,Alabama,30.352783324654606,85.01758520100198
73,1097,17,10,358,Alabama,31.915351607661655,86.56365864282405
74,1097,17,10,358,Alabama,33.055119823921814,87.00164808844119
75,1097,17,10,358,Alabama,30.484622385727,86.44359542188894
76,1097,17,10,358,Alabama,33.813242450992384,86.0369037846233
77,1016,17,10,358,Alabama,32.14030744411806,86.84305607849127
78,951,17,10,358,Alabama,32.94311340929754,87.4134728990203
79,944,17,10,352,Alabama,33.63586381923008,86.1635698087343
80,943,17,10,348,Alabama,30.55896984744537,87.18273256396549
81,914,17,10,342,Alabama,30.875534393195927,86.53589739873021
82,914,17,10,334,Alabama,33.71502283867386,85.80501366948693
83,914,17,10,332,Alabama,30.740451065732273,86.06344078114356
84,914,17,10,331,Alabama,30.371239621842456,86.01100838858257
85,914,17,10,331,Alabama,34.94043939074897,86.71979456282088
86,914,17,10,325,Alabama,31.876947813472594,86.44049152227447
87,914,17,10,320,Alabama,31.1820691667939,85.96786988910586
88,914,17,10,318,Alabama,33.4965837734578,87.10125894905987
89,914,14,10,311,Alabama,34.348373243215775,85.78790978239174
90,769,14,10,293,Alabama,32.37583304369374,88.05657884454645
91,731,14,10,285,Alabama,30.859456402017173,87.14227338290169
92,731,14,10,282,Alabama,33.067802252080256,87.56961299528379
93,731,14,10,279,Alabama,33.05637763635644,88.22871071320762
94,731,14,10,279,Alabama,31.49535845035553,87.78217445314834
95,731,14,10,276,Alabama,30.82279496820004,85.42444463214335
96,731,13,10,276,Alabama,33.24806280353681,85.56869759243024
97,731,11,10,274,Alabama,32.69136684213548,85.70532122762313
98,731,11,10,271,Alabama,31.008422180815852,85.81026756864814
99,731,8,10,270,Alabama,33.31804870575071,85.8383816273807
100,731,8,10,268,Alabama,32.6542444468127,87.13016435403732
101,731,8,10,263,Alabama,32.32978049231691,86.21662211741418
102,731,8,10,261,Alabama,34.72458439095118,87.7879931994228
103,731,8,10,261,Alabama,31.006244212957537,85.93031663228004
104,731,8,10,256,Alabama,34.597975664972196,87.9056280652185
105,731,8,6,256,Alabama,33.28522094036614,86.08284176875112
106,731,8,6,254,Alabama,33.34116953597139,86.45917038489448
107,731,8,6,253,Alabama,34.882677958258185,86.1011139788141
108,731,8,6,252,Alabama,33.57568209913146,87.32888754159184
109,731,8,6,250,Alabama,31.739188882031808,87.27088108937106
110,731,8,6,248,Alabama,34.28403734557091,85.23809790976199
111,731,8,6,246,Alabama,32.32473911961131,86.4995597081601
112,731,8,6,245,Alabama,34.765335702084606,88.19572623836736
113,655,8,6,244,Alabama,33.604827920660064,85.90685055019968
114,590,8,6,242,Alabama,32.2310500007631,88.2978250186475
115,548,8,6,241,Alabama,33.6671876859547,87.51378223774884
116,548,8,6,240,Alabama,34.03358673928486,87.99282855479011
117,548,8,6,238,Alabama,31.648010169393622,86.31122095036636
118,548,8,6,237,Alabama,30.60695727076259,87.24846368276033
119,548,8,6,237,Alabama,31.638311930326726,85.75905482253162
120,548,8,6,228,Alabama,32.68161269346091,85.46158373128806
121,548,8,6,225,Alabama,33.48412683308851,88.03434137028525
122,548,8,6,224,Alabama,34.38509606737531,87.91706272884733
123,548,8,6,223,Alabama,31.000729302772157,88.43626232690475
124,548,8,6,221,Alabama,33.271166557504415,86.95138123798692
125,548,8,6,221,Alabama,34.137017653229925,88.40548795992245
126,542,5,6,214,Alabama,31.412614718855362,87.8557052533645
127,533,5,6,213,Alabama,30.756476004141767,87.70818192329914
128,506,5,4,207,Alabama,30.786013988065143,85.11089538386524
129,490,5,4,207,Alabama,34.54026381464908,86.49223307538638
130,375,5,3,206,Alabama,31.84918483144617,86.21119927117212
131,365,5,3,204,Alabama,33.1425996455165,84.87107188753896
132,365,4,3,202,Alabama,31.69395937260143,85.47725838372946
133,365,4,3,202,Alabama,32.55917182448262,88.4336024114117
134,365,4,3,201,Alabama,31.357508075831078,84.9635414283961
135,365,4,3,201,Alabama,31.685843101204718,86.16611008745072
136,365,4,1,200,Alabama,32.95022391322577,88.19163335568288
137,9990,72,19,1920,Arizona,35.04636238635096,110.45268749139808
138,9473,72,19,1636,Arizona,33.512789850975864,109.22996208268894
139,9418,43,16,1636,Arizona,35.55773260395385,109.81887191384173
140,9170,42,16,1600,Arizona,34.24897957654255,109.28506995740413
141,8922,34,16,1600,Arizona,32.761397460140586,113.3626250552365
142,8922,34,16,1600,Arizona,36.459553515967684,112.51411106772218
143,8922,34,16,1600,Arizona,36.105206972715365,114.31669924487362
144,8674,34,16,1600,Arizona,32.30223577587885,113.13687467767119
145,8426,34,16,1600,Arizona,35.77063232610132,114.70686425177897
146,8178,34,16,1600,Arizona,35.65526327801607,114.43653445698708
147,8112,34,16,1600,Arizona,35.2031569636787,111.9163423830606
148,7931,34,16,1600,Arizona,32.86013953164723,110.40654587353905
149,7435,34,16,1536,Arizona,36.272107704767414,111.52255406327421
150,7435,34,16,1536,Arizona,33.03301586528552,110.76972815621602
151,7150,34,16,1458,Arizona,33.418297288573356,113.2010029165693
152,6939,34,16,1438,Arizona,33.26513140267786,110.2628059366929
153,6939,34,16,1279,Arizona,36.95174992955899,110.71822401664707
154,6932,34,16,1279,Arizona,33.743431216308025,111.48372024648295
155,6746,34,16,1279,Arizona,33.16745441745264,110.74085197729802
156,6674,34,15,1279,Arizona,32.09437489419433,113.24984719196983
157,6444,34,14,1279,Arizona,35.887178526963844,114.09245885208945
158,6244,34,12,1279,Arizona,31.67489049321034,110.52618318147525
159,6196,34,12,1279,Arizona,31.80771352481878,112.43276063205992
160,5948,34,12,1197,Arizona,35.84230793422243,110.91201897926582
161,5948,34,12,1151,Arizona,35.328614865686,109.66331185969253
162,5948,34,12,1151,Arizona,31.41593172527367,112.01779975682236
163,5825,34,12,1120,Arizona,33.39896696673043,109.35566707544737
164,5700,34,12,1023,Arizona,31.939075752725426,110.16590425566544
165,5583,34,12,1002,Arizona,34.05564511127837,113.09891150361419
166,5454,30,12,983,Arizona,36.353331229145034,112.83844230957776
167,5452,29,12,958,Arizona,34.3628451223117,111.79916606684012
168,5452,27,12,958,Arizona,33.58546426790652,111.0914667668233
169,5236,26,12,958,Arizona,34.837112746315725,109.05554181818756
170,5204,26,12,958,Arizona,32.13007405063963,114.79904874850239
171,5204,26,12,958,Arizona,36.72606858595978,112.165122016637
172,4995,26,12,958,Arizona,32.74920279569239,112.3251476804394
173,4956,26,12,958,Arizona,33.90593025577516,110.48914833786968
174,4956,26,12,958,Arizona,35.73297258238242,109.105429311609
175,4709,26,12,958,Arizona,32.868601171881856,114.67275760096284
176,4662,26,12,958,Arizona,35.295454773552464,112.99907770031335
177,4470,26,12,958,Arizona,36.8133080835773,112.30210276033063
178,4461,21,12,958,Arizona,31.42754746746726,112.57180215265018
179,4461,21,12,958,Arizona,32.328230842130814,109.19754697967618
180,4461,18,12,958,Arizona,33.00414033223771,111.62675855664001
181,4456,16,12,958,Arizona,34.97445061208155,111.9209206051105
182,4213,16,12,958,Arizona,31.821716505951134,111.00926060818207
183,4009,16,12,958,Arizona,32.647650520310556,110.40269421830197
184,3965,16,12,958,Arizona,31.98214409709386,112.70931410912607
185,3965,16,12,958,Arizona,35.428152117581064,109.55555291865822
186,3965,16,12,958,Arizona,31.435549318773152,110.21941768909414
187,3961,16,12,955,Arizona,34.35036743103063,111.4569107428826
188,3825,16,12,950,Arizona,34.34771140416528,110.53637790758636
189,3717,16,12,895,Arizona,32.21775798188659,114.63198260637682
190,3717,16,12,894,Arizona,32.51975864488587,112.80969656956115
191,3552,16,12,878,Arizona,34.38039366873348,112.3059220331641
192,3469,16,12,876,Arizona,35.6118951991192,111.46962236790462
193,3469,16,12,864,Arizona,35.25816233999563,114.51350213491561
194,3222,16,12,851,Arizona,31.849424635317167,110.82040890687821
195,3222,16,12,800,Arizona,34.29084181440679,112.27249905966596
196,3048,16,12,800,Arizona,33.28022044250107,111.48949219175472
197,2974,16,12,800,Arizona,32.30123261944687,114.80129386848489
198,2974,16,12,800,Arizona,34.704164885095174,111.62500351554745
199,2974,16,12,788,Arizona,35.92677696197607,110.80679655442329
200,2974,16,12,766,Arizona,33.621481340121036,109.07871595379908
201,2974,16,12,766,Arizona,35.91987614866402,111.33630049904497
202,2971,16,12,766,Arizona,35.7324065376155,111.99670898624505
203,2899,16,12,766,Arizona,36.38539122902328,114.79053961863359
204,2726,16,12,766,Arizona,34.15438449167101,110.00584039305325
205,2726,16,12,766,Arizona,35.201397425693855,111.05372523869093
206,2726,16,12,752,Arizona,34.49168776936705,111.90199589715729
207,2706,16,12,745,Arizona,32.23480407678685,113.65562756041206
208,2581,16,12,735,Arizona,31.660327242988743,111.9782724483605
209,2478,16,12,735,Arizona,34.08259700444909,114.40198068446176
210,2478,16,12,717,Arizona,33.10935301126197,109.31605747180406
211,2478,16,12,704,Arizona,35.856167266021714,114.26015844398
212,2478,16,12,702,Arizona,34.396277904548285,110.77960125149
213,2478,16,12,692,Arizona,35.64866265173215,111.66296976609736
214,2478,16,12,671,Arizona,36.22431629924692,112.75141072890604
215,2478,16,12,671,Arizona,35.55558362076759,113.62831911405154
216,2478,16,12,668,Arizona,35.374747307973266,113.53535407310063
217,2357,16,12,657,Arizona,32.728756045858916,111.03392748235616
218,2309,16,12,653,Arizona,34.876613163671394,109.6077364326585
219,2241,16,12,639,Arizona,36.948932116382466,112.18152787095524
220,2230,16,12,638,Arizona,32.56954135568897,111.05329027946817
221,2230,16,12,638,Arizona,33.24696344872188,110.91394869817202
222,2230,16,12,638,Arizona,31.666952334926073,113.93342123372494
223,2230,16,12,638,Arizona,35.528896756044155,112.7053734517736
224,2230,16,12,638,Arizona,32.33511549261792,109.5848853845908
225,2230,16,12,638,Arizona,35.1728878729109,114.16098196542663
226,2230,16,12,638,Arizona,32.99418254677321,111.27079095442686
227,2230,16,12,638,Arizona,33.9591717465254,112.94878992984611
228,2230,16,12,638,Arizona,36.82570769566149,113.88131318403259
229,2230,16,12,638,Arizona,32.2660990326392,112.39326572066481
230,2230,16,12,638,Arizona,33.42564763871814,112.17516225096313
231,2230,16,12,638,Arizona,31.90267942792464,113.69688283102282
232,2230,16,12,638,Arizona,33.305778624195966,114.67649069143764
233,2230,16,12,638,Arizona,34.834970170578956,112.03297857174472
234,2230,16,12,638,Arizona,33.84312449156077,109.62707529229716
235,2230,16,12,638,Arizona,34.03608375642728,114.72787420338003
236,1982,16,12,638,Arizona,35.277285204815556,110.11324265896005
237,1982,16,12,638,Arizona,35.80578450397131,113.40690516450097
238,1982,16,12,638,Arizona,33.28501832387134,111.01240497934405
239,1982,16,12,638,Arizona,35.40405745564149,110.2393441634576
240,1982,16,12,638,Arizona,34.05307432100992,113.15251836828062
241,1982,16,12,638,Arizona,35.83624979152943,112.84464220616019
242,1982,16,12,638,Arizona,35.92753409802952,110.98377975339045
243,1982,16,12,638,Arizona,32.250060297206055,112.70602978198747
244,1982,16,12,638,Arizona,36.646729701301894,109.6506852016368
245,1982,16,12,638,Arizona,34.642382679426795,109.49704511442503
246,1982,16,12,638,Arizona,34.32782469522488,111.9918536292206
247,1982,16,12,638,Arizona,34.97930303164223,110.60648917775816
248,1982,16,12,638,Arizona,34.59425385254912,110.3276955123249
249,1982,16,12,638,Arizona,32.972790498429404,113.02637613945046
250,1972,16,12,638,Arizona,35.244010296670076,112.13220492553656
251,1846,16,12,622,Arizona,35.52973912241833,113.99903215977075
252,1734,16,12,613,Arizona,35.84296714989624,110.11324756955322
253,1734,16,12,607,Arizona,31.634520625086886,111.43686305569861
254,1734,16,12,603,Arizona,36.9879830662605,109.25849009795998
255,1734,16,12,596,Arizona,35.53210820103195,110.16576399463139
256,1734,16,12,592,Arizona,33.35321224534566,112.86891970781107
257,1734,16,12,592,Arizona,36.833495360534414,111.78395978893882
258,1734,16,12,592,Arizona,33.57370419434485,112.81215386583249
259,1734,16,12,589,Arizona,34.675359981930555,111.30599948461781
260,1734,16,12,589,Arizona,34.36696216303744,114.34935753465975
261,1734,16,12,585,Arizona,35.406704927901,110.5812000171366
262,1734,16,12,574,Arizona,35.65096731393105,111.88926419072595
263,1734,16,12,574,Arizona,31.794866967080686,110.26372933530627
264,1734,16,12,567,Arizona,32.17150407882729,110.91010285578474
265,1717,16,12,567,Arizona,35.31448888767221,113.38688293446224
266,1679,16,12,558,Arizona,32.16442665102169,113.86152869117608
267,1543,16,12,556,Arizona,33.827432151428496,111.75561188863915
268,1487,16,12,540,Arizona,33.04006457592342,114.30061819229937
269,1487,16,12,536,Arizona,36.946403388893465,112.43728744677206
270,1487,16,12,527,Arizona,34.22130469830066,114.76394831967
271,1487,16,12,526,Arizona,31.926839296264646,110.60223438473022
272,1487,16,12,525,Arizona,36.773042240593384,112.35314771804713
273,1487,16,12,521,Arizona,31.751613624257367,109.8284337079212
274,1487,16,12,521,Arizona,32.56101993823113,114.46643307068598
275,1487,16,12,518,Arizona,35.05185823725939,109.57831963164435
276,1487,16,12,514,Arizona,33.122838147476024,111.65872186502624
277,1487,16,12,510,Arizona,31.67261556882015,112.22543601784392
278,1487,16,12,509,Arizona,36.2333323025303,110.15946806424371
279,1487,16,12,509,Arizona,35.292611835998784,113.53571403671017
280,1487,16,12,506,Arizona,32.66762231227642,110.83338071004692
281,1487,16,12,504,Arizona,36.439725450792636,110.76134247690919
282,1487,16,12,501,Arizona,35.62455795957027,113.91950602834862
283,1487,16,12,498,Arizona,35.70634807669397,114.7455114107855
284,1487,16,12,495,Arizona,35.733204313827905,112.38146586847881
285,1487,16,12,494,Arizona,36.466719009768234,114.74602295429426
286,1487,16,12,488,Arizona,31.944626780380002,112.37075297256473
287,1487,16,12,488,Arizona,34.13127507035868,112.1813106543647
288,1487,16,12,479,Arizona,36.24010475863929,114.74497663816342
289,1487,16,12,479,Arizona,33.91234819566779,112.20899055239144
290,1487,16,12,479,Arizona,34.2322710106471,109.16790598013641
291,1487,16,12,479,Arizona,35.12664412983322,112.99900951213007
292,1487,16,12,479,Arizona,32.96359266781632,109.0961605549422
293,1487,16,12,464,Arizona,33.255096474832044,110.8348287229133
294,1487,16,12,463,Arizona,35.29849227489188,113.72969690988657
295,1487,16,12,460,Arizona,32.59867263999618,113.20106313289752
296,1487,16,12,459,Arizona,32.039412068546994,110.23849099544594
297,1487,16,12,455,Arizona,34.51320093079246,110.69197938173023
298,1487,16,9,454,Arizona,36.134306547087334,110.91342996252946
299,1487,16,9,449,Arizona,35.679230230169836,109.29572393441484
300,1487,16,9,445,Arizona,32.478964632026695,114.13932694949169
301,1486,16,9,440,Arizona,34.37597763344857,114.4863107209415
302,1386,16,9,437,Arizona,34.411254805664605,113.06507161302795
303,1308,16,9,435,Arizona,36.38797996889491,109.5456529620462
304,1239,16,9,425,Arizona,33.76525029801217,109.87558799668352
305,1239,16,9,424,Arizona,32.872593418161415,111.687283663165
306,1239,16,9,419,Arizona,36.152760410905316,110.25308318573097
307,1239,16,9,415,Arizona,34.46565218040694,112.83713832859786
308,1239,16,9,415,Arizona,32.17046405191927,114.49540528458077
309,1239,16,9,413,Arizona,36.673608877409166,109.33381458862067
310,1239,16,9,413,Arizona,36.452411952788445,113.57507524443636
311,1239,16,9,410,Arizona,34.91278887785747,114.18623047875943
312,1239,16,9,409,Arizona,34.45202525858198,114.68014889387317
313,1239,16,9,407,Arizona,34.60844465716154,111.91301615132672
314,1239,16,9,406,Arizona,34.456730979270176,114.59909858625595
315,1239,16,9,401,Arizona,33.915532853696945,110.60176868532676
316,1239,16,9,401,Arizona,35.83436069795281,111.04999139790193
317,1239,16,9,393,Arizona,36.08637529217462,110.15832747642116
318,1239,16,9,392,Arizona,35.06027634336313,111.40123324559481
319,1239,16,9,386,Arizona,33.27930777482593,114.1306704311686
320,1239,16,9,382,Arizona,32.95873106199332,110.9549427120488
321,1239,16,9,382,Arizona,33.80789664469567,109.9546175789271
322,1239,16,9,381,Arizona,32.88878091504079,114.48963879922624
323,1239,16,9,381,Arizona,35.051410445208795,111.86451113730101
324,1239,16,9,381,Arizona,34.46220737676047,112.27423674846624
325,1158,16,9,381,Arizona,33.322195643690584,114.10339336012902
326,1084,16,9,379,Arizona,31.453375903630306,109.98336121758815
327,991,16,9,377,Arizona,31.380417913650927,114.43688267999246
328,991,16,9,367,Arizona,32.73209208409696,112.85197141168696
329,991,16,9,367,Arizona,34.76894199496084,110.38765927050902
330,991,16,9,367,Arizona,33.77847982745201,114.60816940976319
331,991,16,9,364,Arizona,31.762877222676472,109.70140050774472
332,991,16,9,363,Arizona,36.241277257612396,109.92779149471228
333,991,16,9,361,Arizona,32.159650043601026,112.88883286414583
334,991,16,9,360,Arizona,34.38703138452902,113.32766695027084
335,991,16,9,360,Arizona,35.88374021432474,109.88836218796486
336,991,16,9,355,Arizona,35.786189178444054,109.77643921989349
337,991,16,9,351,Arizona,34.661647305132895,110.44452738342137
338,991,16,9,350,Arizona,34.4633490165557,109.31839256954612
339,991,16,9,347,Arizona,36.74843509518247,112.38698613310787
340,991,16,9,346,Arizona,33.05451955649858,113.16501753549166
341,991,15,9,336,Arizona,32.381717257908655,112.90528366301724
342,991,14,9,335,Arizona,31.9511412905129,114.37336083045743
343,991,13,9,333,Arizona,34.354846661545814,109.55239968414003
344,991,13,9,326,Arizona,35.79682093256149,112.21748021654341
345,991,13,9,326,Arizona,36.05533143806027,112.26960370392895
346,991,13,9,323,Arizona,36.096909674694174,114.48360819367447
347,991,13,9,321,Arizona,33.18784357065454,112.97029795906437
348,991,13,9,319,Arizona,36.68087909446553,110.47795314347918
349,991,13,9,317,Arizona,35.67484795778503,112.81475516479006
350,991,13,9,317,Arizona,32.189117155299456,110.94882877767587
351,991,13,9,317,Arizona,34.65219848997167,109.69808319116471
352,991,13,9,317,Arizona,36.00641428140357,110.84105160617653
353,991,13,9,317,Arizona,35.56191800001337,111.06370968965803
354,991,13,9,317,Arizona,33.17419563204869,114.78303441926083
355,991,13,9,317,Arizona,34.30244473170545,109.09230806101579
356,991,13,9,317,Arizona,36.81304413962828,113.20296416952627
357,991,13,9,317,Arizona,36.85561308098548,111.57887281413414
358,991,13,9,317,Arizona,35.335740718581576,109.2373660827908
359,991,11,9,317,Arizona,35.140593750036764,109.34232430563279
360,991,11,9,317,Arizona,34.018488563629674,113.04144711354886
361,991,10,9,317,Arizona,34.42030897375274,113.71128958454437
362,991,10,9,317,Arizona,34.76889194895297,110.61159274278897
363,991,10,9,317,Arizona,33.93486567127179,113.55532004406707
364,991,9,9,317,Arizona,32.2828010049895,110.65808342330902
365,991,9,9,317,Arizona,35.8820996448849,109.55230564327074
366,991,9,9,317,Arizona,32.790351430446236,113.75706062457812
367,991,9,9,317,Arizona,31.952917213060694,111.67344398384367
368,991,8,9,317,Arizona,36.66598102630636,113.12872719616256
369,991,8,9,317,Arizona,31.836161309059307,112.32601887644398
370,991,8,9,316,Arizona,32.484948225236785,109.68220547799048
371,991,8,9,314,Arizona,36.29511478036031,110.55050194565268
372,991,8,9,314,Arizona,33.14753552544507,113.04694402402788
373,991,8,9,313,Arizona,34.71412961669374,111.52392139306835
374,991,8,9,312,Arizona,33.15378500063413,109.60183272906376
375,991,8,9,312,Arizona,32.54043466721457,114.58549217453083
376,991,8,9,311,Arizona,31.56896598871408,109.53156262859916
377,991,8,9,311,Arizona,33.22301792487313,114.3581266319487
378,991,8,9,308,Arizona,33.543619066244105,109.67899866893836
379,961,8,9,308,Arizona,33.37382509245764,113.80250884894886
380,925,8,9,308,Arizona,35.03506348623192,111.99568446211542
381,743,8,9,305,Arizona,32.36254815084467,113.26526047190458
382,743,8,6,305,Arizona,33.402416166881196,109.27491357531464
383,743,8,6,302,Arizona,32.21946015455659,111.2572641929058
384,743,8,6,301,Arizona,31.65500843125373,112.89544650626058
385,743,8,6,299,Arizona,35.533318952375744,110.51419593919043
386,743,8,6,299,Arizona,32.79076795770013,112.72198958848067
387,743,8,6,296,Arizona,34.992062511097686,113.28341470408614
388,743,8,6,296,Arizona,33.69970388113113,113.2316206316964
389,743,8,6,296,Arizona,31.512671335854442,111.16794865465219
390,743,8,6,295,Arizona,35.07025573142396,112.89172575510732
391,743,8,6,293,Arizona,36.283893115552594,111.32449633815462
392,743,8,6,293,Arizona,36.28816038092178,110.45009231702831
393,743,8,6,293,Arizona,35.564097014297694,109.45978877735232
394,743,8,6,291,Arizona,36.327852744033585,111.48233483717564
395,743,8,6,287,Arizona,32.29142408353714,113.50327772130422
396,743,8,6,287,Arizona,34.0602079833933,110.80757904567034
397,743,8,6,285,Arizona,32.254122070072135,111.19862119755713
398,743,8,6,284,Arizona,31.691088045228543,110.53738509646978
399,743,8,6,283,Arizona,33.700235995327276,110.84613208058265
400,743,8,6,280,Arizona,31.702782364003486,110.39489275082695
401,743,8,6,278,Arizona,36.34775061775889,112.80651473800344
402,743,8,6,276,Arizona,31.831299927279527,109.61548008280263
403,743,8,6,275,Arizona,35.242232930551275,111.48538757061779
404,743,8,6,275,Arizona,36.64722292481638,113.02908592376848
405,743,8,6,275,Arizona,36.36444031082353,109.7564520654761
406,589,8,6,273,Arizona,32.68335170266211,110.56746471446594
407,495,8,6,270,Arizona,34.88632714922421,111.89472664679062
408,495,8,6,269,Arizona,31.411091796538475,112.9640556573739
409,495,8,6,269,Arizona,32.74330863512489,110.00386159779133
410,495,8,6,266,Arizona,34.93295692743794,109.09614510829722
411,495,8,6,263,Arizona,35.09635866413634,109.058113845749
412,495,8,6,261,Arizona,33.84348681352708,114.66663001112845
413,495,8,6,257,Arizona,35.50558549442691,112.05104655044987
414,495,8,6,256,Arizona,34.367837817290976,110.56331959540954
415,495,8,6,256,Arizona,34.702319176150084,113.20510162863212
416,495,8,6,255,Arizona,35.04373501877353,114.23017582072252
417,495,8,6,253,Arizona,32.163073660169616,110.47720528906271
418,495,8,6,250,Arizona,33.277530345512375,111.68096026486289
419,495,8,6,250,Arizona,35.327488536300564,113.61179643474776
420,495,8,6,245,Arizona,31.488198108841882,114.3347602468314
421,495,8,6,243,Arizona,33.49071658752234,114.46106680815734
422,495,8,6,243,Arizona,32.86646320846258,110.23860614782916
423,495,8,6,242,Arizona,36.34077657674702,109.80643486567247
424,495,8,6,240,Arizona,33.79276309430571,112.42268882246347
425,495,8,6,240,Arizona,36.99749218120794,113.08581263131774
426,495,8,6,240,Arizona,32.920583419821185,110.86148780875197
427,495,8,6,239,Arizona,35.619057071332,109.33234973394669
428,495,8,6,239,Arizona,34.670292507159715,114.61594383087164
429,495,8,6,238,Arizona,35.1958611448042,112.77799857655704
430,495,8,6,238,Arizona,36.93511155660163,112.06467584296333
431,495,8,6,238,Arizona,33.71287824472481,112.44740427411682
432,495,6,6,238,Arizona,35.651816429513715,109.66867569901065
433,495,6,6,238,Arizona,32.67101110795023,109.8038579734915
434,495,6,6,237,Arizona,36.8866064138781,109.05338490398961
435,495,6,6,237,Arizona,33.53581305668019,109.56880980476444
436,495,5,3,236,Arizona,34.8653869168053,112.22824657133783
437,495,5,3,235,Arizona,32.04613110490231,109.98933416714108
