,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
164,5700,34,12,1023,Arizona,36.02713337207815,113.76354789960574
165,5583,34,12,1002,Arizona,35.32062235139673,109.90036583992136
166,5454,30,12,983,Arizona,35.13286989012027,109.31420797185629
167,5452,29,12,958,Arizona,35.37708671870729,109.09301937698457
168,5452,27,12,958,Arizona,34.29537734703713,111.37155338900118
169,5236,26,12,958,Arizona,34.374153654379874,112.88825545937144
170,5204,26,12,958,Arizona,34.03068683726391,112.2104861719438
171,5204,26,12,958,Arizona,32.75730591257114,112.87558733631376
172,4995,26,12,958,Arizona,35.78245828063015,110.44016933098185
173,4956,26,12,958,Arizona,36.672550934690726,113.22950764432537
174,4956,26,12,958,Arizona,35.11872501731865,112.05616249262077
175,4709,26,12,958,Arizona,32.96936916365897,113.7696984291488
176,4662,26,12,958,Arizona,32.44819254586557,109.95306788099286
177,4470,26,12,958,Arizona,32.10637382663544,110.90960722723916
178,4461,21,12,958,Arizona,32.52121367485902,109.82804682811283
179,4461,21,12,958,Arizona,36.8051187320458,113.85973239209812
180,4461,18,12,958,Arizona,35.12015696803523,109.68531651496028
181,4456,16,12,958,Arizona,36.25669469231249,113.9694382783693
182,4213,16,12,958,Arizona,36.140194706003136,111.86573520878862
183,4009,16,12,958,Arizona,36.77114764511736,109.96022001481313
184,3965,16,12,958,Arizona,32.24846752184288,112.37709788090167
185,3965,16,12,958,Arizona,34.44224238919806,112.03928626261433
186,3965,16,12,958,Arizona,33.44432350996902,112.69776318531538
187,3961,16,12,955,Arizona,35.64357834267621,113.58804693409614
188,3825,16,12,950,Arizona,34.49679689140338,114.05873684492592
189,3717,16,12,895,Arizona,32.89154296682106,110.88209884340915
190,3717,16,12,894,Arizona,33.57096296812719,111.85368885485147
191,3552,16,12,878,Arizona,32.270348914718575,112.11184496013173
192,3469,16,12,876,Arizona,33.28691105044258,114.03461514544526
193,3469,16,12,864,Arizona,35.06353681955628,111.28562440562942
194,3222,16,12,851,Arizona,31.3596923981641,110.04530107611227
195,3222,16,12,800,Arizona,35.986075075142246,113.76363431537146
196,3048,16,12,800,Arizona,32.74636724111291,112.80527402767252
197,2974,16,12,800,Arizona,32.54719210480813,113.99418904294347
198,2974,16,12,800,Arizona,32.317040513852966,112.0385516487849
199,2974,16,12,788,Arizona,32.96148412082691,109.17847733615248
200,2974,16,12,766,Arizona,34.686832979494135,111.01757166198048
201,2974,16,12,766,Arizona,35.322118925419254,112.71872415805296
202,2971,16,12,766,Arizona,35.369116352688025,110.4663495293798
203,2899,16,12,766,Arizona,35.714302557286295,114.28774071622622
204,2726,16,12,766,Arizona,33.936098030902826,110.722843370751
205,2726,16,12,766,Arizona,32.961913307132235,113.15764732854905
206,2726,16,12,752,Arizona,34.1677565385219,111.97763116984888
207,2706,16,12,745,Arizona,35.35770132839458,111.75112241351647
208,2581,16,12,735,Arizona,35.31741027224279,113.41965790841611
209,2478,16,12,735,Arizona,32.52972655070643,110.2358162316555
210,2478,16,12,717,Arizona,36.99319108359767,110.36827863189959
211,2478,16,12,704,Arizona,36.991127107000366,114.72179203961481
212,2478,16,12,702,Arizona,36.98792432770217,109.91146796802829
213,2478,16,12,692,Arizona,33.96479174023466,111.89280515810768
214,2478,16,12,671,Arizona,31.58740881630871,113.99607237162114
215,2478,16,12,671,Arizona,33.684555006883286,112.20518471493615
216,2478,16,12,668,Arizona,34.97143866335024,111.78671684148692
217,2357,16,12,657,Arizona,33.53534284542697,110.66761382923919
218,2309,16,12,653,Arizona,36.14959979623047,111.73805581030416
219,2241,16,12,639,Arizona,33.43347554085131,113.77903377955496
220,2230,16,12,638,Arizona,33.83301364120104,111.18896589694845
221,2230,16,12,638,Arizona,31.421931125880924,114.45136735453472
222,2230,16,12,638,Arizona,36.7692418131212,112.75640778854735
223,2230,16,12,638,Arizona,33.04047160050406,113.22585705093472
224,2230,16,12,638,Arizona,32.215862298531356,112.21074210889711
225,2230,16,12,638,Arizona,35.36160939226001,114.23459459614115
226,2230,16,12,638,Arizona,36.40772776976182,109.97769523602307
227,2230,16,12,638,Arizona,36.30424922534197,110.36977854378557
228,2230,16,12,638,Arizona,33.70176403270945,109.38073211134929
229,2230,16,12,638,Arizona,32.74436129606471,113.06950067208484
230,2230,16,12,638,Arizona,36.97023050954997,110.4859998360463
231,2230,16,12,638,Arizona,32.837256580755955,111.12360417042862
232,2230,16,12,638,Arizona,31.832024547970533,113.69529972197556
233,2230,16,12,638,Arizona,36.11762591109126,111.60695701273214
234,2230,16,12,638,Arizona,33.98695888861989,110.68269328952029
235,2230,16,12,638,Arizona,35.9212299643104,109.88904600680063
236,1982,16,12,638,Arizona,33.00627047829793,109.47868811555448
237,1982,16,12,638,Arizona,36.95720651346274,114.30121223856918
238,1982,16,12,638,Arizona,34.454576951610036,114.81994707703522
239,1982,16,12,638,Arizona,31.67438997725234,112.84977786324359
240,1982,16,12,638,Arizona,32.66336126270425,110.19383246968965
241,1982,16,12,638,Arizona,31.774346560240033,110.18875795526138
242,1982,16,12,638,Arizona,33.01476501582811,114.1378505241036
243,1982,16,12,638,Arizona,31.80304340582486,110.6170378020643
244,1982,16,12,638,Arizona,34.116832010733454,114.03417554398511
245,1982,16,12,638,Arizona,32.123103723339995,110.30964020547876
246,1982,16,12,638,Arizona,36.68600907399773,109.07263340802695
247,1982,16,12,638,Arizona,35.94229513293251,109.84543448005473
248,1982,16,12,638,Arizona,32.70866489932689,114.16009569139933
249,1982,16,12,638,Arizona,33.5156814342396,113.74608496584995
250,1972,16,12,638,Arizona,31.65332990761132,112.85884690612343
251,1846,16,12,622,Arizona,33.91325957383337,109.39955293093655
252,1734,16,12,613,Arizona,35.20037224357464,113.96991916867087
253,1734,16,12,607,Arizona,35.58584772371438,113.8704950868971
254,1734,16,12,603,Arizona,34.60366657679942,114.79220893916013
255,1734,16,12,596,Arizona,34.2165601591413,109.80916945675054
256,1734,16,12,592,Arizona,35.20742485891015,111.9735486507486
257,1734,16,12,592,Arizona,32.38991068693368,113.66306577787124
258,1734,16,12,592,Arizona,33.74044763533664,112.58229147554593
259,1734,16,12,589,Arizona,32.527972401561556,110.33944851307186
260,1734,16,12,589,Arizona,32.109854207836186,113.2086640462803
261,1734,16,12,585,Arizona,32.70677980532309,111.2202075091033
262,1734,16,12,574,Arizona,32.97443528813047,112.14604147418378
263,1734,16,12,574,Arizona,33.19545095452917,114.06753905235695
264,1734,16,12,567,Arizona,34.41850675073137,110.03163433546767
265,1717,16,12,567,Arizona,31.411519610884366,109.09745725635479
266,1679,16,12,558,Arizona,32.69005907961523,111.47526282110115
267,1543,16,12,556,Arizona,32.66034251807314,113.77203425008983
268,1487,16,12,540,Arizona,36.81588098217874,112.21124181794198
269,1487,16,12,536,Arizona,32.735744639149424,113.08831459587869
270,1487,16,12,527,Arizona,34.11278404510449,114.21680717751495
271,1487,16,12,526,Arizona,34.37920416798795,114.68561126239474
272,1487,16,12,525,Arizona,35.455008324800474,111.2410426573299
273,1487,16,12,521,Arizona,31.82112141728077,111.50262597816923
274,1487,16,12,521,Arizona,34.55790279186871,114.78603624923738
275,1487,16,12,518,Arizona,33.84439202692445,111.04255397313416
276,1487,16,12,514,Arizona,35.99353996347883,109.37772389494633
277,1487,16,12,510,Arizona,33.09447105630328,110.7957658870237
278,1487,16,12,509,Arizona,36.61437118747245,109.44738322391123
279,1487,16,12,509,Arizona,31.607713527289544,113.1568478090627
280,1487,16,12,506,Arizona,34.085036741733035,112.78761748734834
281,1487,16,12,504,Arizona,35.92413400231595,112.43898228737665
282,1487,16,12,501,Arizona,32.079536169830156,114.18994050258783
283,1487,16,12,498,Arizona,35.72006327625656,112.96048393354367
284,1487,16,12,495,Arizona,34.29898102641816,109.2668432987949
285,1487,16,12,494,Arizona,35.779514660864145,113.19491569515434
286,1487,16,12,488,Arizona,34.80115451692901,111.44462926036552
287,1487,16,12,488,Arizona,34.083826476933915,109.96550955495006
288,1487,16,12,479,Arizona,34.64478361158529,112.32880003371119
289,1487,16,12,479,Arizona,36.81714525260021,111.45891470936073
290,1487,16,12,479,Arizona,31.65119656048384,114.09612305897753
291,1487,16,12,479,Arizona,33.981691749671015,112.44166000557539
292,1487,16,12,479,Arizona,34.858708552376356,113.32072324839575
293,1487,16,12,464,Arizona,32.60280114873673,112.66372756521537
294,1487,16,12,463,Arizona,35.82312587702128,111.24858506827053
295,1487,16,12,460,Arizona,36.45840355604629,112.89044993201158
296,1487,16,12,459,Arizona,33.184093888235246,110.72974436010306
297,1487,16,12,455,Arizona,34.60831056773057,112.43522243827408
298,1487,16,9,454,Arizona,35.04782996045591,109.30783702658837
299,1487,16,9,449,Arizona,34.80558462014528,110.97601247605745
300,1487,16,9,445,Arizona,36.98781315368418,113.27940542105789
301,1486,16,9,440,Arizona,31.4937956934814,113.32721235021933
302,1386,16,9,437,Arizona,34.65711061197262,110.21682448354605
303,1308,16,9,435,Arizona,36.59346337686598,112.85121729242894
304,1239,16,9,425,Arizona,33.51491926342779,114.26855785310731
305,1239,16,9,424,Arizona,36.60334765297826,112.30523672507478
306,1239,16,9,419,Arizona,34.907932033154914,113.80259969259102
307,1239,16,9,415,Arizona,34.99515191018813,110.00094648866764
308,1239,16,9,415,Arizona,36.78625051596347,112.38307507288995
309,1239,16,9,413,Arizona,31.70287519962285,110.41701474063804
310,1239,16,9,413,Arizona,34.07906058878997,110.52913063121916
311,1239,16,9,410,Arizona,33.778537074657784,111.54163387870744
312,1239,16,9,409,Arizona,35.85275598169715,109.76461512592286
313,1239,16,9,407,Arizona,36.54439040011404,109.55459545294431
314,1239,16,9,406,Arizona,34.79947692857708,110.26922451959031
315,1239,16,9,401,Arizona,32.778789583525956,113.24296042118877
316,1239,16,9,401,Arizona,34.966233329010926,113.04068085739029
317,1239,16,9,393,Arizona,32.26465495761957,113.51688098757758
318,1239,16,9,392,Arizona,32.62667248152494,111.86540716708905
319,1239,16,9,386,Arizona,34.723394167777194,113.97562275260552
320,1239,16,9,382,Arizona,33.05000911253093,112.51135619329541
321,1239,16,9,382,Arizona,35.122295066157726,112.50065210787096
322,1239,16,9,381,Arizona,35.47386653415662,111.38789792165939
323,1239,16,9,381,Arizona,31.425889755396174,110.57733190011272
324,1239,16,9,381,Arizona,35.23442276735526,114.15802500466441
325,1158,16,9,381,Arizona,35.78630654657743,109.71852167003058
326,1084,16,9,379,Arizona,32.46075880349664,112.22482918624304
327,991,16,9,377,Arizona,31.9481158687441,109.66480201048512
328,991,16,9,367,Arizona,32.756062176291955,110.28652811118764
329,991,16,9,367,Arizona,31.4163863343009,112.42166625373183
330,991,16,9,367,Arizona,36.27336275009002,113.17833715893573
331,991,16,9,364,Arizona,32.20751028478614,109.09120964870473
332,991,16,9,363,Arizona,32.6736656262158,110.3351579809854
333,991,16,9,361,Arizona,35.06652720597955,111.49029440793011
334,991,16,9,360,Arizona,34.5189785076497,110.04917660698713
335,991,16,9,360,Arizona,34.154182063063665,110.81374808080538
336,991,16,9,355,Arizona,35.5710299413061,112.54306123294369
337,991,16,9,351,Arizona,36.98285628386297,110.92892931280069
338,991,16,9,350,Arizona,33.432472075929866,109.44877544125755
339,991,16,9,347,Arizona,33.652873832707705,112.97654033904789
340,991,16,9,346,Arizona,35.004721806864744,112.76357213743952
341,991,15,9,336,Arizona,35.10032397866554,112.70183669644312
342,991,14,9,335,Arizona,35.509679952654864,112.62708914652019
343,991,13,9,333,Arizona,36.725616586391084,109.16207391266525
344,991,13,9,326,Arizona,32.9532848642538,113.73941643350217
345,991,13,9,326,Arizona,33.649919024863074,111.16515753551967
346,991,13,9,323,Arizona,33.13074785153858,109.38566945891388
347,991,13,9,321,Arizona,35.187222668235364,111.472882860311
348,991,13,9,319,Arizona,35.69469314580942,112.09346051395433
349,991,13,9,317,Arizona,36.11313911913431,111.5872421019956
350,991,13,9,317,Arizona,31.98818995370267,111.12654739733334
351,991,13,9,317,Arizona,34.92106460105427,111.40048983691176
352,991,13,9,317,Arizona,32.6760926265911,114.70463280355965
353,991,13,9,317,Arizona,34.033765227414264,111.74797930797625
354,991,13,9,317,Arizona,36.00481031039144,114.59078044647427
355,991,13,9,317,Arizona,32.64251096227791,112.87402254885576
356,991,13,9,317,Arizona,33.14380565939169,109.87103401508419
357,991,13,9,317,Arizona,35.55291020857123,111.66483940731638
358,991,13,9,317,Arizona,33.2309791656655,111.83621772075303
359,991,11,9,317,Arizona,31.592339886486865,114.25066975700764
360,991,11,9,317,Arizona,34.2178413963707,113.2458103615398
361,991,10,9,317,Arizona,32.53766957711663,112.69902762749062
362,991,10,9,317,Arizona,33.88734673929676,109.64604831284619
363,991,10,9,317,Arizona,35.3994755790306,109.43521346430796
364,991,9,9,317,Arizona,31.892444907064142,110.12537673386177
365,991,9,9,317,Arizona,32.70107258388809,113.56686272168719
366,991,9,9,317,Arizona,35.87287214796336,111.77208569512545
367,991,9,9,317,Arizona,33.67224723294556,110.19464739669722
368,991,8,9,317,Arizona,34.145779481271006,112.52804389901067
369,991,8,9,317,Arizona,34.96244349667659,111.74758343487828
370,991,8,9,316,Arizona,32.66646963410027,112.0191981207705
371,991,8,9,314,Arizona,32.375587744601376,112.71538373723722
372,991,8,9,314,Arizona,31.439020915725123,112.2060577580337
373,991,8,9,313,Arizona,36.12934651643913,113.19146523579633
374,991,8,9,312,Arizona,32.585192104208126,113.5147763408764
375,991,8,9,312,Arizona,34.16730724096803,114.8018368446116
376,991,8,9,311,Arizona,32.577693394974254,111.32142347606984
377,991,8,9,311,Arizona,36.35228363796933,112.39564893367668
378,991,8,9,308,Arizona,34.744720452044916,112.15164543816293
379,961,8,9,308,Arizona,36.296730136719354,109.84826816507112
380,925,8,9,308,Arizona,34.506590136993125,111.39552005548276
381,743,8,9,305,Arizona,35.210374131522954,110.63454843898111
382,743,8,6,305,Arizona,34.234137229090926,113.0032165524299
383,743,8,6,302,Arizona,36.855362622420536,112.93630794196554
384,743,8,6,301,Arizona,34.50181598734422,112.42958258930089
385,743,8,6,299,Arizona,33.92375314132139,112.33604984313423
386,743,8,6,299,Arizona,34.570029192849475,110.25263789265914
387,743,8,6,296,Arizona,33.11780945358589,111.43151822701597
388,743,8,6,296,Arizona,34.41332899523411,112.54936419140236
389,743,8,6,296,Arizona,34.60993324802866,111.8018621742283
390,743,8,6,295,Arizona,36.6636599653939,114.04175812992467
391,743,8,6,293,Arizona,34.61381795829116,114.46080504649518
392,743,8,6,293,Arizona,34.64555775344142,112.39461790714941
393,743,8,6,293,Arizona,34.327461654307264,110.67979868783499
394,743,8,6,291,Arizona,33.16787426878602,114.7874136869804
395,743,8,6,287,Arizona,34.581483853945635,113.28059300285989
396,743,8,6,287,Arizona,31.6269075086323,112.47349955182479
397,743,8,6,285,Arizona,31.579970064504586,114.40804909270791
398,743,8,6,284,Arizona,34.189548186932946,113.85101013091902
399,743,8,6,283,Arizona,36.53525672047028,114.28617029521477
400,743,8,6,280,Arizona,31.71565329674183,109.92612668998285
401,743,8,6,278,Arizona,33.817801698746656,113.74781791976855
402,743,8,6,276,Arizona,34.1517845359663,109.9647370159108
403,743,8,6,275,Arizona,34.72932859766357,113.95083087966006
404,743,8,6,275,Arizona,34.561256765641645,111.65017911726457
405,743,8,6,275,Arizona,35.83861779744276,113.68339037873982
406,589,8,6,273,Arizona,34.31116775568449,112.96998953230617
407,495,8,6,270,Arizona,36.44785814759771,114.26806188732219
408,495,8,6,269,Arizona,34.00211586689028,112.01647086999932
409,495,8,6,269,Arizona,35.631421662062394,114.27149997191775
410,495,8,6,266,Arizona,36.58366098145588,111.84086359118413
411,495,8,6,263,Arizona,36.6065048102991,109.71450020731926
412,495,8,6,261,Arizona,34.50852884719993,110.65037703375124
413,495,8,6,257,Arizona,33.021573420915026,113.1029727801282
414,495,8,6,256,Arizona,32.472127432546564,109.7655151125112
415,495,8,6,256,Arizona,36.502319170496605,113.28101952734178
416,495,8,6,255,Arizona,32.28945381356818,113.07834006298717
417,495,8,6,253,Arizona,35.53363577989224,110.73415659980468
418,495,8,6,250,Arizona,36.725044351760516,111.96815214511375
419,495,8,6,250,Arizona,34.38324493291728,110.92541697333999
420,495,8,6,245,Arizona,32.72705811355588,110.22472198243102
421,495,8,6,243,Arizona,36.185284297311924,109.51844331745407
422,495,8,6,243,Arizona,31.805153706559416,112.66487597156947
423,495,8,6,242,Arizona,34.979010097435896,109.61740323213418
424,495,8,6,240,Arizona,35.3338522921874,111.94125290566376
425,495,8,6,240,Arizona,33.70847632889168,112.58366621942362
426,495,8,6,240,Arizona,34.278022624353866,113.17043145723531
427,495,8,6,239,Arizona,36.09850645267851,111.44112554806166
428,495,8,6,239,Arizona,32.33897332965103,111.13073072523548
429,495,8,6,238,Arizona,32.10353885608895,113.5018096942061
430,495,8,6,238,Arizona,35.916515461600014,110.99649485299216
431,495,8,6,238,Arizona,36.55201730927584,113.22799837030229
432,495,6,6,238,Arizona,34.18125238206332,111.28833720046758
433,495,6,6,238,Arizona,31.563667984986093,109.73204944406795
434,495,6,6,237,Arizona,31.90895183865666,113.78389978017874
435,495,6,6,237,Arizona,31.725882723784103,110.64741739945242
436,495,5,3,236,Arizona,31.594748025846332,109.99744959832509
437,495,5,3,235,Arizona,36.38497776298446,113.98000500937091
