,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
100,731,8,10,268,Alabama,30.312972320856556,88.26696625952756
101,731,8,10,263,Alabama,31.644513306110504,88.4655791916184
102,731,8,10,261,Alabama,32.13410287723944,87.72064873016514
103,731,8,10,261,Alabama,32.26315179177802,87.65681875513235
104,731,8,10,256,Alabama,32.33426410175195,88.03188709400304
105,731,8,6,256,Alabama,32.98785487154151,86.98136531306784
106,731,8,6,254,Alabama,31.670193697082876,86.92294228402562
107,731,8,6,253,Alabama,31.529270810025192,87.4915906959894
108,731,8,6,252,Alabama,34.21737146072566,85.86575615316222
109,731,8,6,250,Alabama,32.17723423642974,87.03093213340559
110,731,8,6,248,Alabama,33.76802856401247,86.76047754725373
111,731,8,6,246,Alabama,34.87597310809307,85.71393696910597
112,731,8,6,245,Alabama,32.29659666529397,85.64537239447827
113,655,8,6,244,Alabama,31.902051685605116,85.2900631746575
114,590,8,6,242,Alabama,34.87379417654743,86.94969664977711
115,548,8,6,241,Alabama,31.595912064097416,87.1226374280124
116,548,8,6,240,Alabama,34.102165909668535,86.64523861648368
117,548,8,6,238,Alabama,33.88365023034073,86.27842365330451
118,548,8,6,237,Alabama,33.714461642799556,87.21630064696954
119,548,8,6,237,Alabama,33.88249739122871,87.93690574772174
120,548,8,6,228,Alabama,34.145693765807664,87.91315992967127
121,548,8,6,225,Alabama,33.96512568973732,87.66602801579978
122,548,8,6,224,Alabama,34.94597240468905,85.21302865597961
123,548,8,6,223,Alabama,34.1499718383546,87.56299861632993
124,548,8,6,221,Alabama,34.466123373199544,86.00344647679664
125,548,8,6,221,Alabama,31.128921753688104,87.90546797762734
126,542,5,6,214,Alabama,34.661403102715106,85.97216917851817
127,533,5,6,213,Alabama,31.178849307858158,87.7141731094653
128,506,5,4,207,Alabama,32.86475079536981,88.13708175495
129,490,5,4,207,Alabama,32.075512275774805,87.53901366843593
130,375,5,3,206,Alabama,34.56251422498359,88.12972482573244
131,365,5,3,204,Alabama,31.824174605568274,86.8417337916507
132,365,4,3,202,Alabama,33.72019002931657,87.82137490308956
133,365,4,3,202,Alabama,31.835581267358943,86.39284452615429
134,365,4,3,201,Alabama,30.63156717014462,86.44119836119647
135,365,4,3,201,Alabama,33.37653730176932,87.59235006186783
136,365,4,1,200,Alabama,30.751468163093495,88.23006445013307
137,9990,72,19,1920,Arizona,34.70668806812643,110.38459796987384
138,9473,72,19,1636,Arizona,36.857963035117265,114.49198135596107
139,9418,43,16,1636,Arizona,31.983607666557774,111.69617144536738
140,9170,42,16,1600,Arizona,33.83068120032542,110.69563522007172
141,8922,34,16,1600,Arizona,34.9425040314297,111.18517492034029
142,8922,34,16,1600,Arizona,32.56547753199921,109.56981284860322
143,8922,34,16,1600,Arizona,36.76964246786581,111.90821879522049
144,8674,34,16,1600,Arizona,31.728493539332057,111.92948115766103
145,8426,34,16,1600,Arizona,33.62863012921973,112.06892886818592
146,8178,34,16,1600,Arizona,35.149336320219405,112.8881353824813
147,8112,34,16,1600,Arizona,34.11082026152301,113.14228058567222
148,7931,34,16,1600,Arizona,36.40907610118983,111.3086342836653
149,7435,34,16,1536,Arizona,32.97751906481464,109.83504944459357
150,7435,34,16,1536,Arizona,36.2841876692967,110.84045001694989
151,7150,34,16,1458,Arizona,34.75630783744315,114.23928035739634
152,6939,34,16,1438,Arizona,36.45930775734383,110.79579742819908
153,6939,34,16,1279,Arizona,35.77848520519459,110.30868472259233
154,6932,34,16,1279,Arizona,33.48178834245478,112.38830928249865
155,6746,34,16,1279,Arizona,33.33933829057354,113.01441453101502
156,6674,34,15,1279,Arizona,33.74428340663657,112.75025968706724
157,6444,34,14,1279,Arizona,35.78666859596744,112.73111967834653
158,6244,34,12,1279,Arizona,35.34173210345317,111.09101423804509
159,6196,34,12,1279,Arizona,35.24503868366731,111.78188837431117
160,5948,34,12,1197,Arizona,34.772433796088926,113.3741131970033
161,5948,34,12,1151,Arizona,34.25994338653206,109.85473254975598
162,5948,34,12,1151,Arizona,32.90515631221833,109.83945621268106
163,5825,34,12,1120,Arizona,32.62116427557862,113.70097519818479
164,5700,34,12,1023,Arizona,32.26427243434725,112.40915074270379
165,5583,34,12,1002,Arizona,35.876205238133124,109.31964371082651
166,5454,30,12,983,Arizona,36.023316900095004,111.54971136550381
167,5452,29,12,958,Arizona,32.50013487876229,109.46900442631787
168,5452,27,12,958,Arizona,33.88772251736492,112.44696077589035
169,5236,26,12,958,Arizona,32.50929303279438,110.89805829514044
170,5204,26,12,958,Arizona,35.69910321362209,109.67105776469572
171,5204,26,12,958,Arizona,34.12099099535216,113.76881542431693
172,4995,26,12,958,Arizona,34.35763735886216,114.0243195600107
173,4956,26,12,958,Arizona,34.32666212721517,113.66448264715808
174,4956,26,12,958,Arizona,36.561205816566826,110.84135241553162
175,4709,26,12,958,Arizona,33.404917716870145,111.30022147555628
176,4662,26,12,958,Arizona,31.82199141419818,110.88804774637205
177,4470,26,12,958,Arizona,31.8659228740675,114.3202716075492
178,4461,21,12,958,Arizona,33.76006411530774,110.08498035309671
179,4461,21,12,958,Arizona,35.78125385360957,110.17385722021135
180,4461,18,12,958,Arizona,34.18746416696255,110.34638253001307
181,4456,16,12,958,Arizona,35.31116190255957,110.11238095831503
182,4213,16,12,958,Arizona,36.58828921171398,110.85484646747054
183,4009,16,12,958,Arizona,32.700982460317064,109.83291933125456
184,3965,16,12,958,Arizona,32.913064500977974,109.48821251821421
185,3965,16,12,958,Arizona,36.279627184123086,109.80252383890434
186,3965,16,12,958,Arizona,34.9706762624244,114.10332767819844
187,3961,16,12,955,Arizona,33.85208845338207,112.64042513303609
188,3825,16,12,950,Arizona,32.752327535099035,113.26832438475736
189,3717,16,12,895,Arizona,31.506153459251728,114.56754265983497
190,3717,16,12,894,Arizona,32.51936770976239,112.63897191058462
191,3552,16,12,878,Arizona,36.29299837114303,111.53314405493303
192,3469,16,12,876,Arizona,33.14406741814285,111.19799972082073
193,3469,16,12,864,Arizona,31.994320273573763,111.0044808226743
194,3222,16,12,851,Arizona,31.76446793275992,113.28952153684871
195,3222,16,12,800,Arizona,34.19991714789091,113.93371052604319
196,3048,16,12,800,Arizona,33.33463507946662,112.69868911319755
197,2974,16,12,800,Arizona,34.784400747112365,111.6494765707299
198,2974,16,12,800,Arizona,32.28644836385028,109.21505560354925
199,2974,16,12,788,Arizona,35.37394856608125,113.85839372381787
200,2974,16,12,766,Arizona,35.56537650650394,113.46999947640496
201,2974,16,12,766,Arizona,36.65811931430259,114.37777487891974
202,2971,16,12,766,Arizona,35.82406975900498,109.75422182415882
203,2899,16,12,766,Arizona,35.42161043951762,112.22553488388485
204,2726,16,12,766,Arizona,36.53020289429493,113.60201141764713
205,2726,16,12,766,Arizona,32.85595546581412,109.31468051926124
206,2726,16,12,752,Arizona,32.98709819014568,110.87242201953748
207,2706,16,12,745,Arizona,31.406443151198587,112.79807043183845
208,2581,16,12,735,Arizona,36.195591063756446,109.33651112680805
209,2478,16,12,735,Arizona,33.95300546350768,113.75979651083904
210,2478,16,12,717,Arizona,36.98343642014791,111.42725017926755
211,2478,16,12,704,Arizona,35.65334710221252,110.72530386554313
212,2478,16,12,702,Arizona,33.97287363776887,109.93647094874761
213,2478,16,12,692,Arizona,33.31442160094783,111.96115469740174
214,2478,16,12,671,Arizona,35.65686763016287,111.02347563740327
215,2478,16,12,671,Arizona,31.576086842164216,109.53935502698752
216,2478,16,12,668,Arizona,35.8941871186354,109.99623818485627
217,2357,16,12,657,Arizona,35.11742359833358,109.24923333366816
218,2309,16,12,653,Arizona,31.344383359009726,111.57725626999317
219,2241,16,12,639,Arizona,33.56739194514912,112.32194450482439
220,2230,16,12,638,Arizona,35.41757251543948,110.05811447760168
221,2230,16,12,638,Arizona,32.565799558835,114.43770393524157
222,2230,16,12,638,Arizona,36.08919676483426,112.27920073420704
223,2230,16,12,638,Arizona,33.95787551431957,114.6692974661129
224,2230,16,12,638,Arizona,35.31879503751247,109.73512423255832
225,2230,16,12,638,Arizona,33.75423031925938,111.34794448009453
226,2230,16,12,638,Arizona,32.25761359900982,111.36598204868349
227,2230,16,12,638,Arizona,32.226983002263324,113.58701086727868
228,2230,16,12,638,Arizona,32.713656263712394,110.46072194237405
229,2230,16,12,638,Arizona,31.927551101894455,110.24910194990048
230,2230,16,12,638,Arizona,32.17905320721701,113.80297990722435
231,2230,16,12,638,Arizona,32.1880201435634,109.20579267154349
232,2230,16,12,638,Arizona,33.19365951409612,111.37793038780615
233,2230,16,12,638,Arizona,32.809408370490395,112.48063088215326
234,2230,16,12,638,Arizona,32.856116008202136,111.54219568717997
235,2230,16,12,638,Arizona,33.542446210934884,110.73293371268348
236,1982,16,12,638,Arizona,34.17479466419945,113.52709937761722
237,1982,16,12,638,Arizona,31.73727131545004,112.28835270795442
238,1982,16,12,638,Arizona,36.999429555022594,113.49133691054752
239,1982,16,12,638,Arizona,32.0456339462637,109.66835160194306
240,1982,16,12,638,Arizona,31.85825483468014,109.14619135088758
241,1982,16,12,638,Arizona,32.006046383377935,110.77614590912023
242,1982,16,12,638,Arizona,34.31773430140606,109.71849041393209
243,1982,16,12,638,Arizona,32.8259483570188,109.44652280956666
244,1982,16,12,638,Arizona,32.25095243042506,113.22818142297356
245,1982,16,12,638,Arizona,36.86427325953755,113.707168043606
246,1982,16,12,638,Arizona,33.999080006498936,110.510655951268
247,1982,16,12,638,Arizona,31.353712597400467,110.71577506981595
248,1982,16,12,638,Arizona,33.96488900409562,112.49290411680082
249,1982,16,12,638,Arizona,32.57565103639649,110.68429480940556
250,1972,16,12,638,Arizona,31.560978534982922,114.536694863252
251,1846,16,12,622,Arizona,36.55800122478119,114.51633710704574
252,1734,16,12,613,Arizona,33.24004909120521,113.98003591316412
253,1734,16,12,607,Arizona,36.81397612545382,113.9593702494716
254,1734,16,12,603,Arizona,33.75227429841778,113.16473089222377
255,1734,16,12,596,Arizona,36.06925744235591,112.29209515862658
256,1734,16,12,592,Arizona,36.79231482974306,110.57454475330739
257,1734,16,12,592,Arizona,36.83787825170371,109.88140026403326
258,1734,16,12,592,Arizona,34.58160601790928,112.42755891655158
259,1734,16,12,589,Arizona,34.00303059078909,109.25043289462526
260,1734,16,12,589,Arizona,33.02281751424534,112.59386691798932
261,1734,16,12,585,Arizona,34.731320493019425,112.16212405130386
262,1734,16,12,574,Arizona,35.74991639487025,110.72250327142531
263,1734,16,12,574,Arizona,36.58204808568385,109.57274405100024
264,1734,16,12,567,Arizona,32.435574349351384,111.13361080256756
265,1717,16,12,567,Arizona,35.025671582561046,109.83624866107533
266,1679,16,12,558,Arizona,32.077018440509484,111.36827284513164
267,1543,16,12,556,Arizona,32.18196585564472,113.03089204751308
268,1487,16,12,540,Arizona,34.9817941107298,113.17415567459967
269,1487,16,12,536,Arizona,34.49002831545468,112.02582173628207
270,1487,16,12,527,Arizona,36.40723955111977,109.20864535025014
271,1487,16,12,526,Arizona,32.139594173503134,110.28582118172396
272,1487,16,12,525,Arizona,31.716736664725985,114.28046537935833
273,1487,16,12,521,Arizona,35.466029939431905,112.16296406505238
274,1487,16,12,521,Arizona,33.89558620587368,112.92259666100927
275,1487,16,12,518,Arizona,33.568189951818034,114.46344890666563
276,1487,16,12,514,Arizona,33.51772134571804,110.32990986905807
277,1487,16,12,510,Arizona,33.939121077260516,113.07929795511012
278,1487,16,12,509,Arizona,31.551330111177112,111.1972122769689
279,1487,16,12,509,Arizona,36.30257598628158,110.43174366424488
280,1487,16,12,506,Arizona,35.92895442896171,114.22912978879592
281,1487,16,12,504,Arizona,36.03061850408818,109.43875606559834
282,1487,16,12,501,Arizona,36.25267819009788,113.42224143572665
283,1487,16,12,498,Arizona,32.643034541583475,113.426401709771
284,1487,16,12,495,Arizona,32.564355570119126,112.01054054601792
285,1487,16,12,494,Arizona,33.33216255118755,114.1100865989754
286,1487,16,12,488,Arizona,32.03188712782632,114.78410095975511
287,1487,16,12,488,Arizona,33.05726094307243,109.53637253820618
288,1487,16,12,479,Arizona,36.84038703541024,110.87684011734515
289,1487,16,12,479,Arizona,34.76576679718655,114.79999193616796
290,1487,16,12,479,Arizona,34.902860032953576,111.6870401805863
291,1487,16,12,479,Arizona,32.704244012766594,113.89703222699063
292,1487,16,12,479,Arizona,31.432936437924464,109.83653756733742
293,1487,16,12,464,Arizona,36.77609774035592,109.5757948027224
294,1487,16,12,463,Arizona,35.54297067309085,114.49360162755295
295,1487,16,12,460,Arizona,33.806187485390176,111.79754269900343
296,1487,16,12,459,Arizona,33.58903668096617,113.13730115076893
297,1487,16,12,455,Arizona,36.87725367054817,109.75881990523325
298,1487,16,9,454,Arizona,34.64201475561629,109.57507665845536
299,1487,16,9,449,Arizona,36.03244194078486,111.70944910202823
300,1487,16,9,445,Arizona,36.05401284821543,112.62492870704095
301,1486,16,9,440,Arizona,36.86083953116731,109.22451096240573
302,1386,16,9,437,Arizona,33.13081313951795,112.10794119204616
303,1308,16,9,435,Arizona,34.24202557356884,109.97299196409139
304,1239,16,9,425,Arizona,36.50329531361638,112.90652854607411
305,1239,16,9,424,Arizona,34.894310535355665,110.4971764142882
306,1239,16,9,419,Arizona,32.50961225780462,113.51525115071973
307,1239,16,9,415,Arizona,35.36983086511903,112.7404368689543
308,1239,16,9,415,Arizona,34.18002862329637,112.77819073841792
309,1239,16,9,413,Arizona,35.72826584077655,110.19057200333047
310,1239,16,9,413,Arizona,32.81992000232752,114.33435034813844
311,1239,16,9,410,Arizona,32.80724231973824,114.40348195553949
312,1239,16,9,409,Arizona,32.25694644598333,110.95951650229557
313,1239,16,9,407,Arizona,33.792851480883286,110.47502991496756
314,1239,16,9,406,Arizona,35.71471452159488,113.11770898475017
315,1239,16,9,401,Arizona,35.3792444967456,112.17048067668959
316,1239,16,9,401,Arizona,35.6327799089554,113.33787394162208
317,1239,16,9,393,Arizona,32.43032110511963,112.2476796633378
318,1239,16,9,392,Arizona,35.14991770839817,110.55228818769599
319,1239,16,9,386,Arizona,34.8410233650113,110.51719070804398
320,1239,16,9,382,Arizona,34.9304830435207,112.1263511979019
321,1239,16,9,382,Arizona,33.818674456993755,111.41718594756225
322,1239,16,9,381,Arizona,34.2493077214871,111.92012509080527
323,1239,16,9,381,Arizona,36.98693745642715,110.28793772966192
324,1239,16,9,381,Arizona,33.69984261106033,111.5683248613916
325,1158,16,9,381,Arizona,32.885546807027524,114.47969069818319
326,1084,16,9,379,Arizona,35.93271231397224,114.33005923609534
327,991,16,9,377,Arizona,36.11451681981298,110.46331377611075
328,991,16,9,367,Arizona,35.90303544282153,111.97926127833617
329,991,16,9,367,Arizona,32.00625982692593,109.57948090876081
330,991,16,9,367,Arizona,35.97264894735427,112.52049574538125
331,991,16,9,364,Arizona,33.40488683922867,109.2261216890605
332,991,16,9,363,Arizona,32.520716156803886,111.50514713379042
333,991,16,9,361,Arizona,34.05120288286432,110.943145173891
334,991,16,9,360,Arizona,33.891902657045655,112.72408425465085
335,991,16,9,360,Arizona,36.993183488626364,114.14031360455235
336,991,16,9,355,Arizona,36.01510967211708,114.21358154651787
337,991,16,9,351,Arizona,32.630795300075974,110.31853006462094
338,991,16,9,350,Arizona,32.42741113015205,109.90582025906663
339,991,16,9,347,Arizona,35.18855086831647,114.40757174323227
340,991,16,9,346,Arizona,33.70517232728319,112.90828880454539
341,991,15,9,336,Arizona,33.616399574523726,111.47577597185344
342,991,14,9,335,Arizona,36.27734648304882,114.57927434461833
343,991,13,9,333,Arizona,32.51964635501395,109.27515322373603
344,991,13,9,326,Arizona,34.12147716282669,113.93397841706216
345,991,13,9,326,Arizona,32.52270631647736,110.6254901361446
346,991,13,9,323,Arizona,35.402024532099404,114.21949566797979
347,991,13,9,321,Arizona,32.6162805172167,114.43334089301622
348,991,13,9,319,Arizona,34.276203961297554,109.17299788313765
349,991,13,9,317,Arizona,33.45310838479018,109.62012099191607
350,991,13,9,317,Arizona,32.910147428299844,112.59697946419217
351,991,13,9,317,Arizona,33.03602286127455,112.43100745535062
352,991,13,9,317,Arizona,36.01431788084405,112.0542312535851
353,991,13,9,317,Arizona,32.430786631701004,113.32078341308598
354,991,13,9,317,Arizona,31.630886967238695,109.3210009386371
355,991,13,9,317,Arizona,33.02222054474794,111.76494476788487
356,991,13,9,317,Arizona,36.52985550761468,112.54579945746215
357,991,13,9,317,Arizona,31.655913567019304,109.42427347771124
358,991,13,9,317,Arizona,35.84526285567438,109.3760975033012
359,991,11,9,317,Arizona,36.464744432114145,110.80937802264975
360,991,11,9,317,Arizona,34.67331196886458,111.58684166324406
361,991,10,9,317,Arizona,31.90619844219342,113.73606515592847
362,991,10,9,317,Arizona,32.85974383388481,111.88227892346069
363,991,10,9,317,Arizona,31.33550233760637,112.95964682010384
364,991,9,9,317,Arizona,34.024399983418924,113.2730344783167
365,991,9,9,317,Arizona,34.64469227163047,110.07295747218849
366,991,9,9,317,Arizona,31.439220668525337,109.62177565550809
367,991,9,9,317,Arizona,35.96304282279055,112.69629778386324
368,991,8,9,317,Arizona,36.93190876501101,110.91853295626117
369,991,8,9,317,Arizona,33.5144751229312,114.14753021208084
370,991,8,9,316,Arizona,36.39671291988146,112.2410621315131
371,991,8,9,314,Arizona,35.18891581119155,114.00960680773983
372,991,8,9,314,Arizona,36.04361827258623,113.61585554017819
373,991,8,9,313,Arizona,33.0898495544413,114.77572596985854
374,991,8,9,312,Arizona,36.93938220427495,113.92039418843225
375,991,8,9,312,Arizona,35.922891004587484,112.11263101229486
376,991,8,9,311,Arizona,35.50991601704301,112.28739757617862
377,991,8,9,311,Arizona,32.98773671709231,110.28928248314332
378,991,8,9,308,Arizona,35.633897744785,109.34107673891336
379,961,8,9,308,Arizona,35.76978689666447,112.99759432671291
380,925,8,9,308,Arizona,32.6857368586053,109.73183762963542
381,743,8,9,305,Arizona,35.98317794087468,111.53510022908449
382,743,8,6,305,Arizona,35.53944789893332,112.1349552630653
383,743,8,6,302,Arizona,35.43813071462994,112.90115661086614
384,743,8,6,301,Arizona,32.4371021735398,111.25783145194342
385,743,8,6,299,Arizona,36.89077437566887,113.57885087081809
386,743,8,6,299,Arizona,33.54129362720354,109.74284848143607
387,743,8,6,296,Arizona,34.02119388383695,110.47248980197807
388,743,8,6,296,Arizona,31.77522194601332,111.3537347128315
389,743,8,6,296,Arizona,32.46293856589557,109.82438148802497
390,743,8,6,295,Arizona,33.20463443159726,109.54916195404961
391,743,8,6,293,Arizona,33.762521774970885,109.76546927079053
392,743,8,6,293,Arizona,31.87360402054673,111.48624500561911
393,743,8,6,293,Arizona,31.912327653024313,110.16143734776222
394,743,8,6,291,Arizona,32.60773499186442,110.98976199476036
395,743,8,6,287,Arizona,34.49534257935197,111.78429055056813
396,743,8,6,287,Arizona,33.9409820720042,109.78644092496265
397,743,8,6,285,Arizona,36.20520791948024,112.27188473578776
398,743,8,6,284,Arizona,35.01376984235624,114.6843749158501
399,743,8,6,283,Arizona,31.413315768623562,112.2082276228257
400,743,8,6,280,Arizona,32.94721298779772,112.72413864947441
401,743,8,6,278,Arizona,34.77644818662379,110.60584563712902
402,743,8,6,276,Arizona,32.9530638975177,112.72014747078629
403,743,8,6,275,Arizona,31.593491177127266,110.46280539515385
404,743,8,6,275,Arizona,36.65824187554898,113.65916396893724
405,743,8,6,275,Arizona,35.991589667281744,112.58777687110545
406,589,8,6,273,Arizona,35.17645149634752,110.62479193477692
407,495,8,6,270,Arizona,32.81673158350501,114.13252839263957
408,495,8,6,269,Arizona,35.1453436798885,113.94519317659753
409,495,8,6,269,Arizona,35.60767765623951,111.43561440794787
410,495,8,6,266,Arizona,34.39527529218211,109.09227640101477
411,495,8,6,263,Arizona,36.51894593415014,114.69220278752069
412,495,8,6,261,Arizona,33.438124204957106,112.83427864896105
413,495,8,6,257,Arizona,32.16711259500188,109.90250107677785
414,495,8,6,256,Arizona,31.511881316400135,114.06368763495546
415,495,8,6,256,Arizona,32.89619694138625,110.72427363730061
416,495,8,6,255,Arizona,35.13490513907983,112.46525056271155
417,495,8,6,253,Arizona,32.964728378677734,111.74669273432934
418,495,8,6,250,Arizona,33.355169835618184,111.05056005524229
419,495,8,6,250,Arizona,33.48526683880919,112.83708223094807
420,495,8,6,245,Arizona,34.421066370783066,109.5444241261016
421,495,8,6,243,Arizona,31.755722690288703,109.8046037942365
422,495,8,6,243,Arizona,36.436636404004304,110.54899437830451
423,495,8,6,242,Arizona,33.11642660358024,109.99406902757752
424,495,8,6,240,Arizona,36.171405197687726,109.43932564258672
425,495,8,6,240,Arizona,36.07100282148205,109.59849992016103
426,495,8,6,240,Arizona,36.14207557960687,110.550539612281
427,495,8,6,239,Arizona,32.32173513155591,112.05585865531984
428,495,8,6,239,Arizona,35.22667076567491,111.8369994955502
429,495,8,6,238,Arizona,35.985904685577125,112.27120122839509
430,495,8,6,238,Arizona,34.25045582263367,113.86239259901319
431,495,8,6,238,Arizona,32.67896784918602,112.44397794999759
432,495,6,6,238,Arizona,33.62105855157091,112.44271510494565
433,495,6,6,238,Arizona,35.38956546115087,114.05996406907485
434,495,6,6,237,Arizona,35.56776952588908,110.05472007774661
435,495,6,6,237,Arizona,36.471544011017215,112.70809513365417
436,495,5,3,236,Arizona,36.568518780448954,110.15164380732854
437,495,5,3,235,Arizona,33.79488350901201,111.75822374088084
